Source,Target,Citation Type,Source Title,Target Title
09_510,09_312,followed,Australian Competition and Consumer Commission v Singapore Airlines Cargo Pte Ltd (corrigendum 27 May 2009) [2009] FCA 510 (20 May 2009),Emirates v Australian Competition and Consumer Commission [2009] FCA 312 (2 April 2009)
09_510,08_1458,distinguished,Australian Competition and Consumer Commission v Singapore Airlines Cargo Pte Ltd (corrigendum 27 May 2009) [2009] FCA 510 (20 May 2009),Auskay International Manufacturing amp; Trade Pty Ltd v Qantas Airways Ltd [2008] FCA 1458 (29 September 2008)
08_703,07_431,discussed,Shaheed v Tax Agents Board of New South Wales [2008] FCA 703 (23 May 2008),Toohey v Tax Agents Board of Victoria [2007] FCA 431 (21 March 2007)
09_992,08_238,cited,Shu Uan Eao v Commissioner of Taxation of the Commonwealth of Australia [2009] FCA 992 (3 September 2009),SZGWN v Minister for Immigration amp; Citizenship [2008] FCA 238 (24 July 2008)
07_1411,07_1410,related,KGL Health Pty Limited v Mechtler [2007] FCA 1411 (12 September 2007),KGL Health Pty Limited v Mechtler [2007] FCA 1410 (12 September 2007)
07_1895,06_518,considered,G S Technology Pty Ltd v GSA Industries (Aust) Pty Limited [2007] FCA 1895 (30 November 2007),Natural Floor Covering Centre Pty Ltd v Monamy (No 1) [2006] FCA 518 (12 April 2006)
09_991,09_794,cited,Kowalski v Mitsubishi Motors Australia Ltd [2009] FCA 991 (3 September 2009),Kowalski v Repatriation Commission [2009] FCA 794 (30 July 2009)
08_707,08_502,followed,SZKPH v Minister for Immigration amp; Citizenship [2008] FCA 707 (20 May 2008),SZIBR v Minister for Immigration and Citizenship [2008] FCA 502 (21 April 2008)
08_707,07_1667,followed,SZKPH v Minister for Immigration amp; Citizenship [2008] FCA 707 (20 May 2008),SZKDY v Minister for Immigration and Citizenship [2007] FCA 1667 (31 October 2007)
08_707,08_1,followed,SZKPH v Minister for Immigration amp; Citizenship [2008] FCA 707 (20 May 2008),Rivera v Minister for Home Affairs [2008] FCA 1 (4 January 2008)
08_707,07_1747,cited,SZKPH v Minister for Immigration amp; Citizenship [2008] FCA 707 (20 May 2008),SZINP v Minister for Immigration and Citizenship [2007] FCA 1747 (15 November 2007)
08_707,07_1962,cited,SZKPH v Minister for Immigration amp; Citizenship [2008] FCA 707 (20 May 2008),Taylor v Rudaks [2007] FCA 1962 (13 December 2007)
08_707,07_1347,followed,SZKPH v Minister for Immigration amp; Citizenship [2008] FCA 707 (20 May 2008),SZIED v Minister for Immigration and Citizenship [2007] FCA 1347 (30 August 2007)
08_706,07_1323,followed,Woodward v Australian Super Pty Ltd (formerly STA) [2008] FCA 706 (22 May 2008),Samaras v Australian Retirement Fund Pty Ltd [2007] FCA 1323 (31 August 2007)
09_1031,08_119,questioned,SZBQS v Minister for Immigration and Citizenship [2009] FCA 1031 (16 September 2009),SZJHP v Minister for Immigration and Citizenship [2008] FCA 119 (19 February 2008)
09_504,07_15,considered,Mellor v Australian Postal Corporation [2009] FCA 504 (19 May 2009),Comcare v Sahu-Khan [2007] FCA 15 (19 January 2007)
07_1407,07_54,cited,Samsonidis v Commissioner Australian Federal Police [2007] FCA 1407 (7 September 2007),Plywood Association of Australasia Ltd v Jag Ply Pty Ltd [2007] FCA 54 (5 February 2007)
08_710,07_1025,cited,S.P.I. Spirits (Cyprus) Ltd v Diageo Australia Ltd (No. 6) [2008] FCA 710 (22 May 2008),Brown (on behalf of the Ngarla People) v State of Western Australia [2007] FCA 1025 (30 May 2007)
07_910,06_63,referred_to,AB v Minister for Immigration and Citizenship [2007] FCA 910 (21 June 2007),Moore-McQuillan v Scot [2006] FCA 63 (10 February 2006)
07_910,06_50,referred_to,AB v Minister for Immigration and Citizenship [2007] FCA 910 (21 June 2007),United Salvage Pty Ltd v Louis Dreyfus Armateurs SNC [2006] FCA 50 (8 February 2006)
06_1615,06_609,applied,SZICS v Minister for Immigration amp; Multicultural Affairs [2006] FCA 1615 (14 November 2006),SZCJD v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 609 (24 May 2006)
06_1617,06_433,cited,Australian Securities and Investments Commission; Inthe Matter of Richstar Enterprises Pty Ltd ACN 099 071 968 v Carey (No 10) [2006] FCA 1617 (23 November 2006),Australian Securities and Investments Commission Inthe Matter of Richstar Enterprises Pty Ltd (ACN 099 071 968) v Carey (No 3) [2006] FCA 433 (20 April 2006)
07_1463,06_609,cited,Le v The Queen [2007] FCA 1463 (18 September 2007),SZCJD v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 609 (24 May 2006)
07_491,07_351,referred_to,Bahonko v Nurses Board of Victoria (No 3) [2007] FCA 491 (5 April 2007),Bahonko v Nurses Board of Victoria (No 2) [2007] FCA 351 (14 March 2007)
07_491,06_1404,cited,Bahonko v Nurses Board of Victoria (No 3) [2007] FCA 491 (5 April 2007),Geelong School Supplies Pty Ltd v Dean [2006] FCA 1404 (31 October 2006)
09_1480,08_591,referred_to,Scantech Ltd v Asbury [2009] FCA 1480 (11 December 2009),Flemings Nurseries Pty Ltd v Hannaford [2008] FCA 591 (2 May 2008)
09_1482,09_778,related,Combis Trustee of the Property of Peter Jensen (Bankrupt) v Jensen (No 3) [2009] FCA 1482 (10 December 2009),Combis Trustee of the Property of Peter Jensen (Bankrupt) v Jensen [2009] FCA 778 (23 July 2009)
09_1482,09_1383,related,Combis Trustee of the Property of Peter Jensen (Bankrupt) v Jensen (No 3) [2009] FCA 1482 (10 December 2009),Combis Trustee of the Property of Peter Jensen (Bankrupt) v Jensen (No 2) [2009] FCA 1383 (25 November 2009)
06_695,06_397,cited,Australian Competition and Consumer Commission v Contact Plus Group Pty Ltd (in liq) (No 2) [2006] FCA 695 (6 June 2006),Australian Prudential Regulation Authority v Siminton (No 3) [2006] FCA 397 (10 April 2006)
06_695,06_396,referred_to,Australian Competition and Consumer Commission v Contact Plus Group Pty Ltd (in liq) (No 2) [2006] FCA 695 (6 June 2006),Australian Consumer amp; Competition Commission v Contact Plus Group Pty Ltd (in liq) [2006] FCA 396 (11 April 2006)
06_695,06_83,cited,Australian Competition and Consumer Commission v Contact Plus Group Pty Ltd (in liq) (No 2) [2006] FCA 695 (6 June 2006),Louis Vuitton Malletier SA v Design Elegance Pty Ltd [2006] FCA 83 (14 February 2006)
09_1483,09_1337,cited,Felix Resources Limited; In the matter of Felix Resources Limited (No. 3) [2009] FCA 1483 (10 December 2009),Felix Resources Pty Ltd; in the matter of Felix Resources Pty Ltd (No 2) [2009] FCA 1337 (11 November 2009)
06_696,06_495,considered,Lifetime Investments Pty Ltd v Commercial (Worldwide) Financial Services Pty Ltd [2006] FCA 696 (26 May 2006),Lifetime Investments Pty Ltd v Commercial (Worldwide) Financial Services [2006] FCA 495 (3 May 2006)
09_1485,06_1250,cited,Kennedy v Australian Fisheries Management Authority [2009] FCA 1485 (21 December 2009),Commissioner of Taxation v Dixon [2006] FCA 1250 (18 September 2006)
09_1485,09_137,applied,Kennedy v Australian Fisheries Management Authority [2009] FCA 1485 (21 December 2009),Chameleon Mining NL v Murchison Metals Ltd [2009] FCA 137 (5 February 2009)
09_1485,09_15,referred_to,Kennedy v Australian Fisheries Management Authority [2009] FCA 1485 (21 December 2009),Nicholls v Australian Federal Police [2009] FCA 15 (15 January 2009)
09_1485,09_49,referred_to,Kennedy v Australian Fisheries Management Authority [2009] FCA 1485 (21 December 2009),Civil Aviation Safety Authority v Central Aviation Pty Ltd (corrigendum 9 February 2009) [2009] FCA 49 (6 February 2009)
09_1003,09_785,referred_to,Nicholls v Deputy Commissioner of Taxation [2009] FCA 1003 (25 August 2009),Deputy Commissioner of Taxation v Nicholls (No 3) [2009] FCA 785 (23 July 2009)
09_1005,07_1559,referred_to,Jarra Creek Packing Shed Pty Ltd v Amcor Ltd (No 2) [2009] FCA 1005 (8 September 2009),Jarra Creek Central Packing Shed Pty Ltd v Amcor Ltd [2007] FCA 1559 (12 October 2007)
07_39,06_1173,cited,Akiba and Others on behalf of the Torres Strait Regional Seas Claim People v State of Queensland (No 3) [2007] FCA 39 (31 January 2007),Akiba and Others on behalf of the Torres Strait Regional Seas Claim People v Queensland (No 2) [2006] FCA 1173 (8 September 2006)
07_39,06_489,cited,Akiba and Others on behalf of the Torres Strait Regional Seas Claim People v State of Queensland (No 3) [2007] FCA 39 (31 January 2007),Macteldir Pty Ltd v Dimoski [2006] FCA 489 (3 May 2006)
07_37,06_91,referred_to,Aristocrat Technologies Australia Pty Ltd v IGT(Australia) Pty Ltd [2007] FCA 37 (7 February 2007),Pacific National (ACT) Limited (ACN 48 052 134 362) v Queensland Rail (ABN 47 564 947 264) [2006] FCA 91 (16 February 2006)
07_38,06_91,cited,Visible Results Properties Inc v Sushi Train (Australia) Pty Limited (Corrigendum dated 11 April 2007) [2007] FCA 38 (7 February 2007),Pacific National (ACT) Limited (ACN 48 052 134 362) v Queensland Rail (ABN 47 564 947 264) [2006] FCA 91 (16 February 2006)
07_36,07_13,cited,Highstoke Pty Ltd v Hayes Knight GTO Pty Ltd (No 2) FCA [2007] FCA 36 (19 January 2007),Highstoke Pty Ltd v Hayes Knight GTO Pty Ltd [2007] FCA 13 (16 January 2007)
07_31,06_1243,cited,Harrington-Smith on behalf of the Wongatha People v Western Australia (No 9) [2007] FCA 31 (5 February 2007),Bennell v Western Australia [2006] FCA 1243 (19 September 2006)
07_1479,06_891,cited,Reid v South Australia [2007] FCA 1479 (21 September 2007),McKenzie v South Australia [2006] FCA 891 (30 June 2006)
07_1479,07_31,cited,Reid v South Australia [2007] FCA 1479 (21 September 2007),Harrington-Smith on behalf of the Wongatha People v Western Australia (No 9) [2007] FCA 31 (5 February 2007)
08_299,07_370,followed,Trinh v Minister for Immigration amp; Citizenship [2008] FCA 299 (7 March 2008),Raikua v Minister for Immigration and Multiculturaland Indigenous Affairs [2007] FCA 370 (16 March 2007)
08_299,08_300,cited,Trinh v Minister for Immigration amp; Citizenship [2008] FCA 299 (7 March 2008),SZLJM v Minister for Immigration amp; Citizenship [2008] FCA 300 (7 March 2008)
09_1495,06_55,distinguished,Aristocrat Technologies Australia Pty Ltd v Global Gaming Supplies Pty Ltd [2009] FCA 1495 (15 December 2009),MZWXD v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2006] FCA 55 (30 January 2006)
09_1495,08_246,referred_to,Aristocrat Technologies Australia Pty Ltd v Global Gaming Supplies Pty Ltd [2009] FCA 1495 (15 December 2009),S1925 of 2003 v Minister for Immigration amp; Citizenship [2008] FCA 246 (5 March 2008)
09_1494,08_1056,cited,Australian Medic-Care Company Ltd v Hamilton Pharmaceutical Pty Limited (ACN 008 204 635) (No 2) [2009] FCA 1494 (14 December 2009),University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008)
09_1494,08_76,applied,Australian Medic-Care Company Ltd v Hamilton Pharmaceutical Pty Limited (ACN 008 204 635) (No 2) [2009] FCA 1494 (14 December 2009),A.C.M. Services Pty Ltd ACN 055 655 082 v Linmac Cranes [2008] FCA 76 (15 February 2008)
09_1494,09_1220,considered,Australian Medic-Care Company Ltd v Hamilton Pharmaceutical Pty Limited (ACN 008 204 635) (No 2) [2009] FCA 1494 (14 December 2009),Australian Medic-Care Company Ltd v Hamilton Pharmaceutical Pty Limited (ACN 008 204 635) [2009] FCA 1220 (30 October 2009)
09_1494,09_40,cited,Australian Medic-Care Company Ltd v Hamilton Pharmaceutical Pty Limited (ACN 008 204 635) (No 2) [2009] FCA 1494 (14 December 2009),Szencorp Pty Ltd v Clean Energy Council Limited [2009] FCA 40 (2 February 2009)
09_1498,09_679,referred_to,Combined Dulabed Malanbarra Yidinji People v State of Queensland [2009] FCA 1498 (17 December 2009),Kuuku Yau People v State of Queensland [2009] FCA 679 (25 June 2009)
08_291,06_404,referred_to,Hazelbane v Northern Territory of Australia [2008] FCA 291 (7 March 2008),Risk v Northern Territory of Australia (with Corrigendum dated 29 August 2006) [2006] FCA 404 (29 August 2006)
08_290,06_63,cited,Hazelbane v Doepel [2008] FCA 290 (7 March 2008),Moore-McQuillan v Scot [2006] FCA 63 (10 February 2006)
08_290,06_903,discussed,Hazelbane v Doepel [2008] FCA 290 (7 March 2008),Griffiths v Northern Territory of Australia (with Summary) [2006] FCA 903 (17 July 2006)
08_290,07_178,discussed,Hazelbane v Doepel [2008] FCA 290 (7 March 2008),SBFF v Minister for Immigration and Citizenship [2007] FCA 178 (22 February 2007)
09_1016,07_1326,cited,Conde v Hunter [2009] FCA 1016 (11 September 2009),Dunstan v Human Rights and Equal Opportunity Commission [2007] FCA 1326 (30 August 2007)
09_1016,07_995,cited,Conde v Hunter [2009] FCA 1016 (11 September 2009),Druett v Department of Families Community Services amp; Indigenous Affairs [2007] FCA 995 (3 July 2007)
07_69,06_12,cited,Sidhu v Minister for Immigration amp; Multicultural amp; Indigenous Affairs [2007] FCA 69 (9 February 2007),Rush v Commissioner of Police [2006] FCA 12 (23 January 2006)
07_1448,06_356,cited,South Johnstone Mill Ltd v Dennis and Scales [2007] FCA 1448 (14 September 2007),In the matter of Tribeca Learning Limited (ABN 16 084211 423) [2006] FCA 356 (27 March 2006)
07_1448,06_32,applied,South Johnstone Mill Ltd v Dennis and Scales [2007] FCA 1448 (14 September 2007),Conor Medsystems Inc. v The University of British Columbia (No 2) [2006] FCA 32 (3 February 2006)
09_1460,09_1393,related,Bitech Engineering v Garth Living Pty Ltd (No 2) [2009] FCA 1460 (9 December 2009),Bitech Engineering v Garth Living Pty Ltd [2009] FCA 1393 (26 November 2009)
09_1460,09_52,applied,Bitech Engineering v Garth Living Pty Ltd (No 2) [2009] FCA 1460 (9 December 2009),Cahill v Construction Forestry Mining and Energy Union (No 3) [2009] FCA 52 (5 February 2009)
09_1460,08_1056,applied,Bitech Engineering v Garth Living Pty Ltd (No 2) [2009] FCA 1460 (9 December 2009),University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008)
07_1439,07_26,referred_to,SZILI v Minister for Immigration and Citizenship (Corrigendum dated 26 September 2007) [2007] FCA 1439 (12 September 2007),Wight v Honourable Chris Pearce MP Parliamentary Secretary to the Treasurer [2007] FCA 26 (29 January 2007)
09_1464,08_1976,referred_to,Auskay International Manufacturing amp; Trade Pty Ltd v Qantas Airways Limited (No 5) [2009] FCA 1464 (11 December 2009),Australian Competition and Consumer Commission v Qantas Airways Limited [2008] FCA 1976 (11 December 2008)
09_1464,08_1458,referred_to,Auskay International Manufacturing amp; Trade Pty Ltd v Qantas Airways Limited (No 5) [2009] FCA 1464 (11 December 2009),Auskay International Manufacturing amp; Trade Pty Ltd v Qantas Airways Ltd [2008] FCA 1458 (29 September 2008)
09_1464,09_312,cited,Auskay International Manufacturing amp; Trade Pty Ltd v Qantas Airways Limited (No 5) [2009] FCA 1464 (11 December 2009),Emirates v Australian Competition and Consumer Commission [2009] FCA 312 (2 April 2009)
09_1463,06_1733,referred_to,Zegarac v Rambaldi [2009] FCA 1463 (11 December 2009),Dellios v Zegarac [2006] FCA 1733 (13 December 2006)
09_1465,08_1458,referred_to,Auskay International Manufacturing amp; Trade Pty Ltd v Qantas Airways Limited (No 6) [2009] FCA 1465 (11 December 2009),Auskay International Manufacturing amp; Trade Pty Ltd v Qantas Airways Ltd [2008] FCA 1458 (29 September 2008)
09_1465,09_694,referred_to,Auskay International Manufacturing amp; Trade Pty Ltd v Qantas Airways Limited (No 6) [2009] FCA 1465 (11 December 2009),Markethaven Pty Ltd (subject to Deed of Company Arrangement) v Commonwealth of Australia [2009] FCA 694 (29 June 2009)
09_1467,07_25,cited,"Euroceanica (UK) Ltd v The Ship ""Gem of Safaga"" [2009] FCA 1467 (9 December 2009)",Angelakos v Secretary Department of Employment and Workplace Relations [2007] FCA 25 (29 January 2007)
09_1467,06_106,applied,"Euroceanica (UK) Ltd v The Ship ""Gem of Safaga"" [2009] FCA 1467 (9 December 2009)",A2 v Australian Crime Commission [2006] FCA 106 (16 February 2006)
06_1645,06_611,cited,SZEPI v Minister for Immigration and Multicultural Affairs [2006] FCA 1645 (28 November 2006),SZHIB v Minister for Immigration and Multicultural Affairs [2006] FCA 611 (8 May 2006)
09_1469,08_343,considered,Russell v Commissioner of Taxation of the Commonwealth of Australia (No 2) [2009] FCA 1469 (11 December 2009),Russell v Commissioner of Taxation [2008] FCA 343 (14 March 2008)
09_1469,09_1224,considered,Russell v Commissioner of Taxation of the Commonwealth of Australia (No 2) [2009] FCA 1469 (11 December 2009),Russell v Commissioner of Taxation of the Commonwealth of Australia [2009] FCA 1224 (30 October 2009)
07_59,07_13,cited,Ryan v Australian Securities and Investments Commission;in the matter of Allstate Explorations NL (Subject to Deed of Company Arrangement) [2007] FCA 59 (6 February 2007),Highstoke Pty Ltd v Hayes Knight GTO Pty Ltd [2007] FCA 13 (16 January 2007)
06_248,06_52,referred_to,McDermott v Richmond Sales Pty Ltd (In Liq) [2006] FCA 248 (17 March 2006),Richmond Sales Pty Ltd (In Liq) v Robert McDermott [2006] FCA 52 (8 February 2006)
09_1470,09_39,applied,SZLGP v Minister for Immigration and Citizenship [2009] FCA 1470 (11 December 2009),Amalia Investments Ltd v Virgtel Global Networks NV [2009] FCA 39 (30 January 2009)
